지점,지점명,일시,기온(°C),일조(hr),일사(MJ/m2)
138,포항,2021-02-01 8:00,7.8,0,0
138,포항,2021-02-01 9:00,8.2,0,0.14
138,포항,2021-02-01 10:00,9.3,0,0.4
138,포항,2021-02-01 11:00,10.5,0.6,0.96
138,포항,2021-02-01 12:00,11.9,0.9,1.62
138,포항,2021-02-01 13:00,12,0.3,1.29
138,포항,2021-02-01 14:00,11.6,0,0.76
138,포항,2021-02-01 15:00,11.3,0,0.48
138,포항,2021-02-01 16:00,11.5,0,0.54
138,포항,2021-02-01 17:00,11.4,0,0.29
138,포항,2021-02-01 18:00,11,0,0.06
138,포항,2021-02-01 19:00,10.8,,
138,포항,2021-02-01 20:00,10.5,,
138,포항,2021-02-01 21:00,10.1,,
138,포항,2021-02-01 22:00,9.6,,
138,포항,2021-02-01 23:00,9.9,,
138,포항,2021-02-02 0:00,8.7,,
138,포항,2021-02-02 1:00,7.7,,
138,포항,2021-02-02 2:00,6.4,,
138,포항,2021-02-02 3:00,5.1,,
138,포항,2021-02-02 4:00,3.5,,
138,포항,2021-02-02 5:00,2.3,,
138,포항,2021-02-02 6:00,0.9,,
138,포항,2021-02-02 7:00,-0.3,,
138,포항,2021-02-02 8:00,-0.8,0.4,0.06
138,포항,2021-02-02 9:00,-0.3,1,0.63
138,포항,2021-02-02 10:00,0.3,1,1.34
138,포항,2021-02-02 11:00,0.8,1,1.9
138,포항,2021-02-02 12:00,2,1,2.25
138,포항,2021-02-02 13:00,2.2,1,2.42
138,포항,2021-02-02 14:00,2.9,1,2.27
138,포항,2021-02-02 15:00,3.3,1,1.93
138,포항,2021-02-02 16:00,2.7,1,1.39
138,포항,2021-02-02 17:00,1.8,1,0.72
138,포항,2021-02-02 18:00,0.1,0.4,0.12
138,포항,2021-02-02 19:00,-0.9,,
138,포항,2021-02-02 20:00,-1.6,,
138,포항,2021-02-02 21:00,-2.2,,
138,포항,2021-02-02 22:00,-2.7,,
138,포항,2021-02-02 23:00,-2.8,,
138,포항,2021-02-03 0:00,-2.9,,
138,포항,2021-02-03 1:00,-2.4,,
138,포항,2021-02-03 2:00,-2.2,,
138,포항,2021-02-03 3:00,-2.5,,
138,포항,2021-02-03 4:00,-2.9,,
138,포항,2021-02-03 5:00,-3.2,,
138,포항,2021-02-03 6:00,-3.9,,
138,포항,2021-02-03 7:00,-4.3,,
138,포항,2021-02-03 8:00,-4.5,0.4,0.07
138,포항,2021-02-03 9:00,-3.6,1,0.59
138,포항,2021-02-03 10:00,-2.3,1,1.27
138,포항,2021-02-03 11:00,-0.8,1,1.84
138,포항,2021-02-03 12:00,0.6,1,2.21
138,포항,2021-02-03 13:00,2.1,1,2.35
138,포항,2021-02-03 14:00,3.2,1,2.25
138,포항,2021-02-03 15:00,4.1,1,1.91
138,포항,2021-02-03 16:00,4.5,1,1.36
138,포항,2021-02-03 17:00,4.2,1,0.71
138,포항,2021-02-03 18:00,3,0.4,0.12
138,포항,2021-02-03 19:00,1.9,,
138,포항,2021-02-03 20:00,0.9,,
138,포항,2021-02-03 21:00,0.1,,
138,포항,2021-02-03 22:00,-0.8,,
138,포항,2021-02-03 23:00,-1,,
138,포항,2021-02-04 0:00,-1.1,,
138,포항,2021-02-04 1:00,0.3,,
138,포항,2021-02-04 2:00,0.3,,
138,포항,2021-02-04 3:00,1.5,,
138,포항,2021-02-04 4:00,1.3,,
138,포항,2021-02-04 5:00,1.8,,
138,포항,2021-02-04 6:00,2.4,,
138,포항,2021-02-04 7:00,2.4,,
138,포항,2021-02-04 8:00,1.8,0.3,0.06
138,포항,2021-02-04 9:00,2.8,1,0.62
138,포항,2021-02-04 10:00,4.1,1,1.3
138,포항,2021-02-04 11:00,5.1,1,1.86
138,포항,2021-02-04 12:00,6.1,1,2.24
138,포항,2021-02-04 13:00,6.5,1,2.39
138,포항,2021-02-04 14:00,7.1,1,2.29
138,포항,2021-02-04 15:00,7.3,1,1.95
138,포항,2021-02-04 16:00,7.3,1,1.41
138,포항,2021-02-04 17:00,6.5,1,0.75
138,포항,2021-02-04 18:00,4.7,0.4,0.14
138,포항,2021-02-04 19:00,3.4,,
138,포항,2021-02-04 20:00,2.6,,
138,포항,2021-02-04 21:00,2.1,,
138,포항,2021-02-04 22:00,1.6,,
138,포항,2021-02-04 23:00,1,,
138,포항,2021-02-05 0:00,0.1,,
138,포항,2021-02-05 1:00,-0.6,,
138,포항,2021-02-05 2:00,-0.3,,
138,포항,2021-02-05 3:00,-0.2,,
138,포항,2021-02-05 4:00,0,,
138,포항,2021-02-05 5:00,-0.2,,
138,포항,2021-02-05 6:00,0,,
138,포항,2021-02-05 7:00,-0.2,,
138,포항,2021-02-05 8:00,-0.2,0.1,0.08
138,포항,2021-02-05 9:00,1,0.6,0.6
138,포항,2021-02-05 10:00,2.7,1,1.22
138,포항,2021-02-05 11:00,4,1,1.34
138,포항,2021-02-05 12:00,6.3,1,1.77
138,포항,2021-02-05 13:00,7.2,0.9,1.54
138,포항,2021-02-05 14:00,8.7,1,1.73
138,포항,2021-02-05 15:00,9.4,0.8,1.49
138,포항,2021-02-05 16:00,9.7,0.4,0.89
138,포항,2021-02-05 17:00,9.5,0.9,0.55
138,포항,2021-02-05 18:00,8.3,0,0.1
138,포항,2021-02-05 19:00,7.5,,
138,포항,2021-02-05 20:00,7.3,,
138,포항,2021-02-05 21:00,6.9,,
138,포항,2021-02-05 22:00,6.8,,
138,포항,2021-02-05 23:00,6.4,,
138,포항,2021-02-06 0:00,5.8,,
138,포항,2021-02-06 1:00,5.1,,
138,포항,2021-02-06 2:00,4.6,,
138,포항,2021-02-06 3:00,3.1,,
138,포항,2021-02-06 4:00,1,,
138,포항,2021-02-06 5:00,0.1,,
138,포항,2021-02-06 6:00,-0.9,,
138,포항,2021-02-06 7:00,-0.5,,
138,포항,2021-02-06 8:00,1.1,0.3,0.07
138,포항,2021-02-06 9:00,3.2,1,0.53
138,포항,2021-02-06 10:00,5.9,1,1.18
138,포항,2021-02-06 11:00,9.2,1,1.73
138,포항,2021-02-06 12:00,10.9,1,2.01
138,포항,2021-02-06 13:00,12.2,1,2.13
138,포항,2021-02-06 14:00,13.6,1,2.03
138,포항,2021-02-06 15:00,14.4,1,1.71
138,포항,2021-02-06 16:00,15.1,1,1.21
138,포항,2021-02-06 17:00,14.5,1,0.59
138,포항,2021-02-06 18:00,12.9,0.3,0.11
138,포항,2021-02-06 19:00,10.5,,
138,포항,2021-02-06 20:00,9.5,,
138,포항,2021-02-06 21:00,8,,
138,포항,2021-02-06 22:00,7.9,,
138,포항,2021-02-06 23:00,7.4,,
138,포항,2021-02-07 0:00,6.7,,
138,포항,2021-02-07 1:00,6,,
138,포항,2021-02-07 2:00,6,,
138,포항,2021-02-07 3:00,5.3,,
138,포항,2021-02-07 4:00,5.2,,
138,포항,2021-02-07 5:00,5.5,,
138,포항,2021-02-07 6:00,5,,
138,포항,2021-02-07 7:00,5.1,,
138,포항,2021-02-07 8:00,5.3,0,0.05
138,포항,2021-02-07 9:00,6.8,0.8,0.44
138,포항,2021-02-07 10:00,9,1,1.04
138,포항,2021-02-07 11:00,10.7,1,1.63
138,포항,2021-02-07 12:00,12,1,1.97
138,포항,2021-02-07 13:00,13,1,2.08
138,포항,2021-02-07 14:00,13.8,1,1.85
138,포항,2021-02-07 15:00,14.5,1,1.62
138,포항,2021-02-07 16:00,14,1,1.15
138,포항,2021-02-07 17:00,13.3,1,0.53
138,포항,2021-02-07 18:00,11.9,0,0.1
138,포항,2021-02-07 19:00,10.7,,
138,포항,2021-02-07 20:00,9.8,,
138,포항,2021-02-07 21:00,8.8,,
138,포항,2021-02-07 22:00,7.8,,
138,포항,2021-02-07 23:00,7.1,,
138,포항,2021-02-08 0:00,5.8,,
138,포항,2021-02-08 1:00,4.6,,
138,포항,2021-02-08 2:00,3.3,,
138,포항,2021-02-08 3:00,2.4,,
138,포항,2021-02-08 4:00,1.4,,
138,포항,2021-02-08 5:00,0.7,,
138,포항,2021-02-08 6:00,0.1,,
138,포항,2021-02-08 7:00,-0.5,,
138,포항,2021-02-08 8:00,-0.8,0.4,0.08
138,포항,2021-02-08 9:00,0.3,1,0.69
138,포항,2021-02-08 10:00,1.5,1,1.36
138,포항,2021-02-08 11:00,3.5,1,1.89
138,포항,2021-02-08 12:00,4.4,1,2.28
138,포항,2021-02-08 13:00,4.6,1,2.45
138,포항,2021-02-08 14:00,5.6,1,2.33
138,포항,2021-02-08 15:00,5.8,1,2.01
138,포항,2021-02-08 16:00,5.5,1,1.48
138,포항,2021-02-08 17:00,4.7,1,0.8
138,포항,2021-02-08 18:00,3.2,0.5,0.16
138,포항,2021-02-08 19:00,2.2,,
138,포항,2021-02-08 20:00,1,,
138,포항,2021-02-08 21:00,0.3,,
138,포항,2021-02-08 22:00,-0.7,,
138,포항,2021-02-08 23:00,-1.4,,
138,포항,2021-02-09 0:00,-1.8,,
140,군산,2021-01-01 1:00,-6.6,,
140,군산,2021-01-01 2:00,-6.8,,
140,군산,2021-01-01 3:00,-6.3,,
140,군산,2021-01-01 4:00,-7.5,,
140,군산,2021-01-01 5:00,-6.4,,
140,군산,2021-01-01 6:00,-6.8,,
140,군산,2021-01-01 7:00,-6.6,,
140,군산,2021-01-01 8:00,-8.2,0,
140,군산,2021-01-01 9:00,-5.8,0,
140,군산,2021-01-01 10:00,-4.7,0,
140,군산,2021-01-01 11:00,-3.3,0,
140,군산,2021-01-01 12:00,-1.6,0,
140,군산,2021-01-01 13:00,-0.7,0,
140,군산,2021-01-01 14:00,1.6,1,
140,군산,2021-01-01 15:00,1.4,0.9,
140,군산,2021-01-01 16:00,1.9,0.4,
140,군산,2021-01-01 17:00,2,0.8,
140,군산,2021-01-01 18:00,1.9,0,
140,군산,2021-01-01 19:00,2.5,,
140,군산,2021-01-01 20:00,1.6,,
140,군산,2021-01-01 21:00,0.9,,
140,군산,2021-01-01 22:00,-1.6,,
140,군산,2021-01-01 23:00,-1.4,,
140,군산,2021-01-02 0:00,-2.1,,
140,군산,2021-01-02 1:00,-1.6,,
140,군산,2021-01-02 2:00,-1.6,,
140,군산,2021-01-02 3:00,-1.3,,
140,군산,2021-01-02 4:00,-1.7,,
140,군산,2021-01-02 5:00,-1.9,,
140,군산,2021-01-02 6:00,-1.8,,
140,군산,2021-01-02 7:00,-2.3,,
140,군산,2021-01-02 8:00,-3.2,0,
140,군산,2021-01-02 9:00,-3.2,0.5,
140,군산,2021-01-02 10:00,-2,1,
140,군산,2021-01-02 11:00,-1.1,1,
140,군산,2021-01-02 12:00,-0.2,1,
140,군산,2021-01-02 13:00,0.5,1,
140,군산,2021-01-02 14:00,1.5,1,
140,군산,2021-01-02 15:00,1.2,1,
140,군산,2021-01-02 16:00,0.7,1,
140,군산,2021-01-02 17:00,-0.4,1,
140,군산,2021-01-02 18:00,-1.4,0.2,
140,군산,2021-01-02 19:00,-1.9,,
140,군산,2021-01-02 20:00,-2.8,,
140,군산,2021-01-02 21:00,-2.6,,
140,군산,2021-01-02 22:00,-2.6,,
140,군산,2021-01-02 23:00,-4.4,,
140,군산,2021-01-03 0:00,-4.7,,
140,군산,2021-01-03 1:00,-4.7,,
140,군산,2021-01-03 2:00,-3.7,,
140,군산,2021-01-03 3:00,-3.7,,
140,군산,2021-01-03 4:00,-4,,
140,군산,2021-01-03 5:00,-4.2,,
140,군산,2021-01-03 6:00,-5,,
140,군산,2021-01-03 7:00,-5.7,,
140,군산,2021-01-03 8:00,-5.8,0,
140,군산,2021-01-03 9:00,-3.8,0.8,
140,군산,2021-01-03 10:00,-1.9,1,
140,군산,2021-01-03 11:00,-1.4,1,
140,군산,2021-01-03 12:00,-0.8,0.4,
140,군산,2021-01-03 13:00,-0.5,0.2,
140,군산,2021-01-03 14:00,-0.4,0,
140,군산,2021-01-03 15:00,-0.2,0,
140,군산,2021-01-03 16:00,-0.4,0,
140,군산,2021-01-03 17:00,-0.6,0,
140,군산,2021-01-03 18:00,-1.3,0,
140,군산,2021-01-03 19:00,-1.4,,
140,군산,2021-01-03 20:00,-1.7,,
140,군산,2021-01-03 21:00,-2.2,,
140,군산,2021-01-03 22:00,-2.1,,
140,군산,2021-01-03 23:00,-3.4,,
140,군산,2021-01-04 0:00,-3.8,,
140,군산,2021-01-04 1:00,-4,,
140,군산,2021-01-04 2:00,-5.4,,
140,군산,2021-01-04 3:00,-4.8,,
140,군산,2021-01-04 4:00,-3.6,,
140,군산,2021-01-04 5:00,-4.6,,
140,군산,2021-01-04 6:00,-3.6,,
140,군산,2021-01-04 7:00,-3.5,,
140,군산,2021-01-04 8:00,-4,0,
140,군산,2021-01-04 9:00,-3.6,0.7,
140,군산,2021-01-04 10:00,-1.7,0.9,
140,군산,2021-01-04 11:00,-0.6,0.3,
140,군산,2021-01-04 12:00,1.5,1,
140,군산,2021-01-04 13:00,1.1,0.3,
140,군산,2021-01-04 14:00,2.2,0.4,
140,군산,2021-01-04 15:00,2.1,0,
140,군산,2021-01-04 16:00,2.9,0.9,
140,군산,2021-01-04 17:00,2.1,0.9,
140,군산,2021-01-04 18:00,0.6,0,
140,군산,2021-01-04 19:00,0.3,,
140,군산,2021-01-04 20:00,-0.2,,
140,군산,2021-01-04 21:00,-0.6,,
140,군산,2021-01-04 22:00,-0.6,,
140,군산,2021-01-04 23:00,0.2,,
140,군산,2021-01-05 0:00,0.3,,
140,군산,2021-01-05 1:00,1.6,,
140,군산,2021-01-05 2:00,1.1,,
140,군산,2021-01-05 3:00,1.4,,
140,군산,2021-01-05 4:00,0.4,,
140,군산,2021-01-05 5:00,1.2,,
140,군산,2021-01-05 6:00,-0.1,,
140,군산,2021-01-05 7:00,-0.6,,
140,군산,2021-01-05 8:00,-1.9,0,
140,군산,2021-01-05 9:00,-1.3,0,
140,군산,2021-01-05 10:00,-0.6,0.8,
140,군산,2021-01-05 11:00,-0.2,1,
140,군산,2021-01-05 12:00,-0.7,0.2,
140,군산,2021-01-05 13:00,0.2,0.5,
140,군산,2021-01-05 14:00,0.2,1,
140,군산,2021-01-05 15:00,0,1,
140,군산,2021-01-05 16:00,-0.5,1,
140,군산,2021-01-05 17:00,-1.7,1,
140,군산,2021-01-05 18:00,-2.9,0,
140,군산,2021-01-05 19:00,-3.7,,
140,군산,2021-01-05 20:00,-4.5,,
140,군산,2021-01-05 21:00,-4.9,,
140,군산,2021-01-05 22:00,-5.4,,
140,군산,2021-01-05 23:00,-5.5,,
140,군산,2021-01-06 0:00,-5.8,,
140,군산,2021-01-06 1:00,-6.1,,
140,군산,2021-01-06 2:00,-6.3,,
140,군산,2021-01-06 3:00,-6.9,,
140,군산,2021-01-06 4:00,-6.9,,
140,군산,2021-01-06 5:00,-7.3,,
140,군산,2021-01-06 6:00,-7.4,,
140,군산,2021-01-06 7:00,-8,,
140,군산,2021-01-06 8:00,-7.3,0,
140,군산,2021-01-06 9:00,-6.3,0.6,
140,군산,2021-01-06 10:00,-4.9,1,
140,군산,2021-01-06 11:00,-3.9,1,
140,군산,2021-01-06 12:00,-2.4,1,
140,군산,2021-01-06 13:00,-2,1,
140,군산,2021-01-06 14:00,-0.7,1,
140,군산,2021-01-06 15:00,-1.7,0.7,
140,군산,2021-01-06 16:00,-1.5,1,
140,군산,2021-01-06 17:00,-2.1,0.2,
140,군산,2021-01-06 18:00,-2.4,0,
140,군산,2021-01-06 19:00,-3.1,,
140,군산,2021-01-06 20:00,-3.3,,
140,군산,2021-01-06 21:00,-3.5,,
140,군산,2021-01-06 22:00,-0.7,,
140,군산,2021-01-06 23:00,-1.5,,
140,군산,2021-01-07 0:00,-1.9,,
140,군산,2021-01-07 1:00,-5,,
140,군산,2021-01-07 2:00,-6.4,,
140,군산,2021-01-07 3:00,-6.3,,
140,군산,2021-01-07 4:00,-6.3,,
140,군산,2021-01-07 5:00,-7.2,,
140,군산,2021-01-07 6:00,-9.3,,
140,군산,2021-01-07 7:00,-10.3,,
140,군산,2021-01-07 8:00,-10.2,0,
140,군산,2021-01-07 9:00,-10.3,0,
140,군산,2021-01-07 10:00,-9.9,0,
140,군산,2021-01-07 11:00,-8.9,0.2,
140,군산,2021-01-07 12:00,-8.4,0.9,
140,군산,2021-01-07 13:00,-8.4,0.5,
140,군산,2021-01-07 14:00,-7.7,1,
140,군산,2021-01-07 15:00,-7.7,1,
140,군산,2021-01-07 16:00,-9,1,
140,군산,2021-01-07 17:00,-10.2,0.3,
140,군산,2021-01-07 18:00,-11.1,0,
140,군산,2021-01-07 19:00,-11.8,,
140,군산,2021-01-07 20:00,-12.2,,
140,군산,2021-01-07 21:00,-12.9,,
140,군산,2021-01-07 22:00,-13.7,,
140,군산,2021-01-07 23:00,-14,,
140,군산,2021-01-08 0:00,-14.4,,
140,군산,2021-01-08 1:00,-13.4,,
140,군산,2021-01-08 2:00,-13.9,,
140,군산,2021-01-08 3:00,-14,,
140,군산,2021-01-08 4:00,-14.9,,
140,군산,2021-01-08 5:00,-15.1,,
140,군산,2021-01-08 6:00,-15.5,,
140,군산,2021-01-08 7:00,-15.6,,
140,군산,2021-01-08 8:00,-16.6,0,
140,군산,2021-01-08 9:00,-14.9,0.9,
140,군산,2021-01-08 10:00,-13.1,1,
140,군산,2021-01-08 11:00,-12.3,1,
140,군산,2021-01-08 12:00,-11.3,1,
140,군산,2021-01-08 13:00,-10.8,1,
140,군산,2021-01-08 14:00,-9.5,1,
140,군산,2021-01-08 15:00,-8.7,1,
140,군산,2021-01-08 16:00,-8.7,1,
140,군산,2021-01-08 17:00,-9,1,
140,군산,2021-01-08 18:00,-11.3,0.4,
140,군산,2021-01-08 19:00,-12.3,,
140,군산,2021-01-08 20:00,-13.3,,
140,군산,2021-01-08 21:00,-13.4,,
140,군산,2021-01-08 22:00,-13.1,,
140,군산,2021-01-08 23:00,-14,,
140,군산,2021-01-09 0:00,-14.4,,
140,군산,2021-01-09 1:00,-12.6,,
140,군산,2021-01-09 2:00,-14.8,,
140,군산,2021-01-09 3:00,-13.8,,
140,군산,2021-01-09 4:00,-14.1,,
140,군산,2021-01-09 5:00,-14,,
140,군산,2021-01-09 6:00,-14.1,,
140,군산,2021-01-09 7:00,-14.1,,
140,군산,2021-01-09 8:00,-14.1,0,
140,군산,2021-01-09 9:00,-12.5,0.8,
140,군산,2021-01-09 10:00,-10.3,1,
140,군산,2021-01-09 11:00,-8.7,1,
140,군산,2021-01-09 12:00,-7.1,1,
140,군산,2021-01-09 13:00,-6.8,1,
140,군산,2021-01-09 14:00,-6.4,1,
140,군산,2021-01-09 15:00,-6.1,1,
140,군산,2021-01-09 16:00,-6.1,0.9,
140,군산,2021-01-09 17:00,-7.1,1,
140,군산,2021-01-09 18:00,-8.5,0.4,
140,군산,2021-01-09 19:00,-9.7,,
140,군산,2021-01-09 20:00,-8.9,,
140,군산,2021-01-09 21:00,-9.1,,
140,군산,2021-01-09 22:00,-9.1,,
140,군산,2021-01-09 23:00,-9.3,,
140,군산,2021-01-10 0:00,-10.1,,
140,군산,2021-01-10 1:00,-10.2,,
140,군산,2021-01-10 2:00,-11.3,,
140,군산,2021-01-10 3:00,-12,,
140,군산,2021-01-10 4:00,-12.4,,
140,군산,2021-01-10 5:00,-12.1,,
140,군산,2021-01-10 6:00,-13.1,,
140,군산,2021-01-10 7:00,-13.4,,
140,군산,2021-01-10 8:00,-12.6,0,
140,군산,2021-01-10 9:00,-10.5,0,
140,군산,2021-01-10 10:00,-8,0.2,
140,군산,2021-01-10 11:00,-5.6,0.6,
140,군산,2021-01-10 12:00,-2.8,0.9,
140,군산,2021-01-10 13:00,-3.3,0.9,
140,군산,2021-01-10 14:00,-1.5,0.7,
140,군산,2021-01-10 15:00,-1.4,0.6,
140,군산,2021-01-10 16:00,-1.6,0.8,
140,군산,2021-01-10 17:00,-2.3,0.9,
140,군산,2021-01-10 18:00,-3.5,0.4,
140,군산,2021-01-10 19:00,-3.8,,
140,군산,2021-01-10 20:00,-5,,
140,군산,2021-01-10 21:00,-4.9,,
140,군산,2021-01-10 22:00,-3.7,,
140,군산,2021-01-10 23:00,-4.1,,
140,군산,2021-01-11 0:00,-4.8,,
140,군산,2021-01-11 1:00,-4.9,,
140,군산,2021-01-11 2:00,-4.9,,
140,군산,2021-01-11 3:00,-5.1,,
140,군산,2021-01-11 4:00,-6.3,,
140,군산,2021-01-11 5:00,-6.2,,
140,군산,2021-01-11 6:00,-6.1,,
140,군산,2021-01-11 7:00,-7.1,,
140,군산,2021-01-11 8:00,-6.7,0,
140,군산,2021-01-11 9:00,-5.9,0,
140,군산,2021-01-11 10:00,-4.5,0,
140,군산,2021-01-11 11:00,-3.3,0,
140,군산,2021-01-11 12:00,-3.2,0,
140,군산,2021-01-11 13:00,-2.6,0,
140,군산,2021-01-11 14:00,-1.8,0,
140,군산,2021-01-11 15:00,-1.9,0,
140,군산,2021-01-11 16:00,-1.9,0,
140,군산,2021-01-11 17:00,-2,0,
140,군산,2021-01-11 18:00,-2.9,0,
140,군산,2021-01-11 19:00,-2.9,,
140,군산,2021-01-11 20:00,-3.9,,
140,군산,2021-01-11 21:00,-4.2,,
140,군산,2021-01-11 22:00,-4.5,,
140,군산,2021-01-11 23:00,-4.9,,
140,군산,2021-01-12 0:00,-5.8,,
140,군산,2021-01-12 1:00,-5.9,,
140,군산,2021-01-12 2:00,-6.2,,
140,군산,2021-01-12 3:00,-7.3,,
140,군산,2021-01-12 4:00,-7.5,,
140,군산,2021-01-12 5:00,-6,,
140,군산,2021-01-12 6:00,-6,,
140,군산,2021-01-12 7:00,-6,,
140,군산,2021-01-12 8:00,-6.3,0,
140,군산,2021-01-12 9:00,-6.2,0,
140,군산,2021-01-12 10:00,-3.4,0,
140,군산,2021-01-12 11:00,-1.4,0.8,
140,군산,2021-01-12 12:00,0.5,1,
140,군산,2021-01-12 13:00,2,1,
140,군산,2021-01-12 14:00,2.7,1,
140,군산,2021-01-12 15:00,2.4,0.5,
140,군산,2021-01-12 16:00,1,0.4,
140,군산,2021-01-12 17:00,0.2,0,
140,군산,2021-01-12 18:00,-0.3,0,
140,군산,2021-01-12 19:00,-0.1,,
140,군산,2021-01-12 20:00,-0.4,,
140,군산,2021-01-12 21:00,0.1,,
140,군산,2021-01-12 22:00,0.3,,
140,군산,2021-01-12 23:00,0.1,,
140,군산,2021-01-13 0:00,0,,
140,군산,2021-01-13 1:00,0,,
140,군산,2021-01-13 2:00,-0.2,,
140,군산,2021-01-13 3:00,0.2,,
140,군산,2021-01-13 4:00,0.4,,
140,군산,2021-01-13 5:00,0.4,,
140,군산,2021-01-13 6:00,0.6,,
140,군산,2021-01-13 7:00,0.7,,
140,군산,2021-01-13 8:00,0.8,0,
140,군산,2021-01-13 9:00,2.1,0.2,
140,군산,2021-01-13 10:00,3.5,1,
140,군산,2021-01-13 11:00,5.2,1,
140,군산,2021-01-13 12:00,7.6,1,
140,군산,2021-01-13 13:00,9.3,1,
140,군산,2021-01-13 14:00,9.9,1,
140,군산,2021-01-13 15:00,10.4,1,
140,군산,2021-01-13 16:00,9.7,1,
140,군산,2021-01-13 17:00,8.4,0.6,
140,군산,2021-01-13 18:00,7.6,0,
140,군산,2021-01-13 19:00,6.8,,
140,군산,2021-01-13 20:00,6.7,,
140,군산,2021-01-13 21:00,6.1,,
140,군산,2021-01-13 22:00,5.3,,
140,군산,2021-01-13 23:00,4.7,,
140,군산,2021-01-14 0:00,4.3,,
140,군산,2021-01-14 1:00,2.9,,
140,군산,2021-01-14 2:00,2,,
140,군산,2021-01-14 3:00,0.2,,
140,군산,2021-01-14 4:00,0.9,,
140,군산,2021-01-14 5:00,0.4,,
140,군산,2021-01-14 6:00,0.2,,
140,군산,2021-01-14 7:00,0.4,,
140,군산,2021-01-14 8:00,0.7,0,
140,군산,2021-01-14 9:00,0.6,0.6,
140,군산,2021-01-14 10:00,2.3,1,
140,군산,2021-01-14 11:00,4.1,1,
140,군산,2021-01-14 12:00,5.8,1,
140,군산,2021-01-14 13:00,8.1,1,
140,군산,2021-01-14 14:00,9.5,1,
140,군산,2021-01-14 15:00,10,1,
140,군산,2021-01-14 16:00,10.7,1,
140,군산,2021-01-14 17:00,9.2,1,
140,군산,2021-01-14 18:00,7.2,0,
140,군산,2021-01-14 19:00,6.2,,
140,군산,2021-01-14 20:00,3.9,,
140,군산,2021-01-14 21:00,2.6,,
140,군산,2021-01-14 22:00,2.7,,
140,군산,2021-01-14 23:00,2.6,,
140,군산,2021-01-15 0:00,1.9,,
140,군산,2021-01-15 1:00,0.8,,
140,군산,2021-01-15 2:00,5,,
140,군산,2021-01-15 3:00,2.8,,
140,군산,2021-01-15 4:00,2.7,,
140,군산,2021-01-15 5:00,2.4,,
140,군산,2021-01-15 6:00,3.2,,
140,군산,2021-01-15 7:00,7.1,,
140,군산,2021-01-15 8:00,7.3,0,
140,군산,2021-01-15 9:00,8.1,0.2,
140,군산,2021-01-15 10:00,9.3,0.2,
140,군산,2021-01-15 11:00,11.1,0,
140,군산,2021-01-15 12:00,11.6,0.2,
140,군산,2021-01-15 13:00,13,0,
140,군산,2021-01-15 14:00,12.5,0,
140,군산,2021-01-15 15:00,11.1,0,
140,군산,2021-01-15 16:00,9,0,
140,군산,2021-01-15 17:00,7.1,0,
140,군산,2021-01-15 18:00,6.8,0,
140,군산,2021-01-15 19:00,5,,
140,군산,2021-01-15 20:00,4,,
140,군산,2021-01-15 21:00,3.5,,
140,군산,2021-01-15 22:00,3.2,,
140,군산,2021-01-15 23:00,2.9,,
140,군산,2021-01-16 0:00,2.4,,
140,군산,2021-01-16 1:00,1.8,,
140,군산,2021-01-16 2:00,1.1,,
140,군산,2021-01-16 3:00,0.8,,
140,군산,2021-01-16 4:00,0.3,,
140,군산,2021-01-16 5:00,0.1,,
140,군산,2021-01-16 6:00,-0.1,,
140,군산,2021-01-16 7:00,-0.4,,
140,군산,2021-01-16 8:00,-1,0,
140,군산,2021-01-16 9:00,-1,0,
140,군산,2021-01-16 10:00,-0.8,0,
140,군산,2021-01-16 11:00,-0.5,0.1,
140,군산,2021-01-16 12:00,-0.4,0.1,
140,군산,2021-01-16 13:00,0.8,0.9,
140,군산,2021-01-16 14:00,-0.3,0.9,
140,군산,2021-01-16 15:00,0,1,
140,군산,2021-01-16 16:00,-0.3,0.7,
140,군산,2021-01-16 17:00,-1.2,0.7,
140,군산,2021-01-16 18:00,-1.9,0,
140,군산,2021-01-16 19:00,-2.8,,
140,군산,2021-01-16 20:00,-3.2,,
140,군산,2021-01-16 21:00,-3.7,,
140,군산,2021-01-16 22:00,-3.9,,
140,군산,2021-01-16 23:00,-3.8,,
140,군산,2021-01-17 0:00,-3.7,,
140,군산,2021-01-17 1:00,-4.2,,
140,군산,2021-01-17 2:00,-4.3,,
140,군산,2021-01-17 3:00,-4.6,,
140,군산,2021-01-17 4:00,-5.1,,
140,군산,2021-01-17 5:00,-5.4,,
140,군산,2021-01-17 6:00,-5.9,,
140,군산,2021-01-17 7:00,-6.8,,
140,군산,2021-01-17 8:00,-7.4,0,
140,군산,2021-01-17 9:00,-5.2,0.9,
140,군산,2021-01-17 10:00,-3.6,1,
140,군산,2021-01-17 11:00,-1.6,1,
140,군산,2021-01-17 12:00,-0.3,1,
140,군산,2021-01-17 13:00,0.8,1,
140,군산,2021-01-17 14:00,1,1,
140,군산,2021-01-17 15:00,0.7,1,
140,군산,2021-01-17 16:00,0.1,0.8,
140,군산,2021-01-17 17:00,-0.6,0.9,
140,군산,2021-01-17 18:00,-0.9,0,
140,군산,2021-01-17 19:00,-1.5,,
140,군산,2021-01-17 20:00,-1,,
140,군산,2021-01-17 21:00,0.3,,
140,군산,2021-01-17 22:00,0.1,,
140,군산,2021-01-17 23:00,0.9,,
140,군산,2021-01-18 0:00,0.7,,
140,군산,2021-01-18 1:00,-0.3,,
