지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
114,원주,2019-04,11.9,28.3,-2.1,997.1,52,1.2,5.2,2.8,194.4,49.28,502.87,12
114,원주,2019-05,19.2,32.5,5.8,994.1,45,1.3,4,.9,303.3,69.06,725.51,22
114,원주,2019-06,22.1,32.1,12.1,989.8,60,1,5.4,2.4,225.7,51.24,631.65,26.3
114,원주,2019-07,25.2,35.3,16.6,989.2,68,1.1,6.8,4,142.4,31.76,481.33,27.9
114,원주,2019-08,26.2,35.9,17.4,989.9,68,1.1,6.1,2.5,228.7,54.28,560.89,27.8
114,원주,2019-09,21.4,31.4,11.3,997.6,71,.9,7.1,3.5,134.9,36.12,391.35,22.9
114,원주,2019-10,14.9,26.6,2.9,1001.3,68,.8,5.5,2.5,191.9,55,378.77,15.9
114,원주,2019-11,7.1,20.1,-4.1,1004.4,64,.8,4.5,2,182.9,59.71,283.88,6.3
114,원주,2019-12,.9,13.1,-9.9,1007,64,.8,4.6,2.6,147.9,49.45,216.06,.4
115,울릉도,2016-01,1.3,11.4,-9.9,993.2,67,3.8,6.8,5.8,126.3,41.11,,.8
115,울릉도,2016-02,2.1,12.4,-4,994,65,4,6.5,5.4,133.9,42.68,,.5
115,울릉도,2016-03,6.7,17.5,-3.8,993.5,59,4.4,4,2.4,225.9,60.82,,7.9
115,울릉도,2016-04,12.3,20.9,2.3,987.1,63,5,5.3,2.6,236.4,59.76,,14.3
115,울릉도,2016-05,17.3,25.5,9.1,985.5,58,4.3,4.7,2.4,282.2,64.09,,20.8
115,울릉도,2016-06,20.5,26.8,13.9,982.9,76,3.2,5.7,3.6,235.9,53.44,,26.8
115,울릉도,2016-07,23,30.5,17.8,983.5,85,3.2,7.6,5.5,175.3,39.1,,27.2
115,울릉도,2016-08,24.5,31.5,16.1,980.9,79,4,6.1,4.4,236.2,56.16,,29.1
115,울릉도,2016-09,20.3,26.2,14,988.7,81,3.5,8.1,5.5,113.2,30.38,7.39,21.4
115,울릉도,2016-10,15.5,24.8,8.2,993,71,3.7,7.1,5,130,37.36,171.68,15.4
115,울릉도,2016-11,9.3,20.7,1.5,994.4,68,4.2,7,5.7,109.7,35.92,123.6,8.3
115,울릉도,2016-12,5.9,15.8,-1.4,994.2,64,4.3,7,5.7,116.3,38.94,116.52,4.2
115,울릉도,2017-01,2.6,12.4,-7,993.6,60,4.2,6.9,6.1,134.5,43.7,139.58,1.9
115,울릉도,2017-02,2.6,10.9,-4.6,992,64,3.9,6.7,5.9,128.8,42.49,158.54,2.4
115,울릉도,2017-03,6.1,14.5,-1.6,991,58,3.8,6.3,4.6,202.3,54.48,273.81,6.6
115,울릉도,2017-04,12.7,25.2,3.4,985.6,57,4.9,4.9,2.7,258.3,65.34,404.64,15.2
115,울릉도,2017-05,17.6,29.3,10.6,985.3,57,4.1,4.9,2.4,293.6,66.74,473.84,23.3
115,울릉도,2017-06,18.9,27.2,11.2,983.5,70,3.3,5.7,3.7,283.5,64.23,469.91,25.9
115,울릉도,2017-07,24.6,32.4,19.6,982.7,76,3.9,7.3,4.6,201.4,44.92,364.62,28.8
115,울릉도,2017-08,24.3,31.6,19,983,76,3.8,7.3,5,197.2,46.82,333.08,27.4
115,울릉도,2017-09,20.7,27.9,15.2,987.3,73,3.6,5.3,3.5,243.3,65.25,344.21,23.8
115,울릉도,2017-10,15.2,24.5,8.3,994.4,73,4.4,7.2,4.9,160.2,47.45,212.98,16
115,울릉도,2017-11,9.1,19.8,-.8,992.8,58,3.9,6.2,4.7,161.9,53.01,165.78,7.9
115,울릉도,2017-12,2.2,11.9,-4.7,993.6,59,3.4,7,6.2,141.7,47.44,123.09,1.2
115,울릉도,2018-01,.4,9.6,-10.7,992.1,64,3.2,7.3,6.3,113.3,36.83,124.06,1
115,울릉도,2018-02,.7,10.9,-6.8,992.6,64,4.3,6.6,5.3,159.2,52.59,196.58,.7
115,울릉도,2018-03,6.9,19.7,-2.3,992.4,64,5.8,4.8,3.6,215.8,58.18,310.28,8
115,울릉도,2018-04,11.9,24.2,1.3,988.3,60,4.7,4.7,2.7,235.4,59.59,373.86,14.1
115,울릉도,2018-05,15.6,26.2,5.2,985.2,73,4.7,6.2,4.1,233.4,53.08,407.36,19
115,울릉도,2018-06,19.8,29.7,12.3,982.7,72,4.5,6.5,3.5,210.4,47.67,386.07,25.1
115,울릉도,2018-07,25,33.8,15.5,984.2,76,4,5.3,3.4,240.9,53.72,415.79,30.5
115,울릉도,2018-08,25.4,34.5,19.2,983.5,75,3.3,6.4,4.2,236.7,56.18,371.9,32.1
115,울릉도,2018-09,20.2,26.9,15.4,987.9,73,3.8,7,4.4,164.4,44.06,265.22,22.4
115,울릉도,2018-10,14.8,22.5,7,991.1,62,3.8,5.7,4.3,209,59.99,255.92,16
115,울릉도,2018-11,10.7,20.2,2.3,995.4,58,3.4,5.3,4.1,166.5,54.48,174.4,10.1
115,울릉도,2018-12,4.3,16.7,-4.5,996.1,65,3.5,7.6,6.1,104.9,35.12,110.01,3.9
115,울릉도,2019-01,3.4,12.6,-2.9,994.3,57,3.4,6.3,5.3,175,56.93,167.76,2.3
115,울릉도,2019-02,3.9,12.9,-2.8,994.3,66,3.6,6.5,5,149.8,49.5,187.03,3.6
115,울릉도,2019-03,8,17.8,1,988.4,61,4,5.9,4.2,229.2,61.85,319.68,9.5
115,울릉도,2019-04,10.5,21.7,1.5,988.1,65,4.2,5.1,3,235.5,61.73,379.61,13.9
115,울릉도,2019-05,18.4,30.8,7.1,985.3,55,4.1,4.4,1.7,319.2,72.59,506.67,25.1
115,울릉도,2019-06,18.6,28.3,12.9,981.9,80,4,6.7,4.5,191.6,43.41,366.66,24.6
115,울릉도,2019-07,23.1,32.1,18,981.6,86,4.3,6.2,4.3,217.5,48.47,377.25,26.9
115,울릉도,2019-08,25.4,32.7,19,982.3,76,3.3,5.4,2.9,251.2,59.62,398.4,31.3
115,울릉도,2019-09,21,29.5,14,990.2,77,3.7,7.1,4.3,159.1,42.6,264.74,23.1
115,울릉도,2019-10,15.9,22,8.9,992.1,72,4.4,5.5,3.7,185.1,53.05,244.42,17
115,울릉도,2019-11,10.2,18.7,2.6,994.4,66,3.8,6.5,4.8,116.3,38.02,128.18,9.7
115,울릉도,2019-12,5.9,14.8,-2,995,60,3.4,6.6,5.5,142.1,47.54,138.89,5.4
119,수원,2016-01,-2.1,10.7,-16.2,1021.3,59,1.7,4,2.4,183.7,59.68,219.62,-2
119,수원,2016-02,.9,16.6,-10.5,1020.2,59,1.9,4,2.4,192.3,61.24,262.68,-.3
119,수원,2016-03,7,22.2,-7,1017.6,58,1.7,3.9,2.1,241,64.89,397.71,6.2
119,수원,2016-04,13.9,29.7,4.1,1009.6,64,1.8,5.3,3.1,206.8,52.31,423.37,14.4
119,수원,2016-05,19.1,31.8,8.1,1007.7,65,2,4.7,2.5,272.8,62.03,548.69,20.1
119,수원,2016-06,23.2,31.4,15.3,1003.8,73,1.9,5.4,3.5,235.6,53.51,515.24,25.4
119,수원,2016-07,26,34.2,19.8,1003.9,83,1.8,7.2,4.3,146.8,32.78,392.87,27
119,수원,2016-08,27.7,36.5,16.1,1002,73,1.8,5,3.3,230.9,54.94,465.85,30.4
119,수원,2016-09,22.7,31.5,14.1,1009.5,75,1.7,6.4,4.1,163.2,43.82,334.72,22.9
119,수원,2016-10,15.7,28.9,0,1015.3,72,1.7,5.3,2.8,168.5,48.39,273.41,16
119,수원,2016-11,7,20,-4.6,1019.2,64,1.7,4.6,3.3,166.5,54.45,211.07,6.8
119,수원,2016-12,1.7,14.6,-9.5,1020.9,67,1.6,4.6,3.5,159.1,53.21,185.35,1.4
119,수원,2017-01,-1.5,11.9,-13.6,1021.5,65,1.7,3.4,2.4,205.8,66.75,233.11,-.4
119,수원,2017-02,0,13,-9.8,1019.4,60,2,2.9,2,207.8,68.49,292.05,-.3
119,수원,2017-03,5.7,18.7,-5.6,1015.7,58,1.9,3.9,1.9,246.5,66.39,419.62,5.8
119,수원,2017-04,13.2,28.1,1.8,1009.2,60,2.1,4.2,2.2,254.8,64.49,482.32,15.1
119,수원,2017-05,18.4,30.3,8.6,1008.5,63,2,3.6,1.8,303.2,68.99,581.1,23
119,수원,2017-06,22.4,33.2,12.5,1004.7,67,2,4.6,3.1,275.6,62.59,553.96,27.4
119,수원,2017-07,26.5,35.8,21.4,1003.7,88,1.6,7.7,5.5,123.7,27.62,338.13,27.7
119,수원,2017-08,25.5,36.9,15.1,1003.7,81,1.8,6.8,4.5,162.5,38.64,369,26.9
119,수원,2017-09,21.2,29.8,8.6,1009.3,72,1.6,4.1,2.3,239.3,64.17,408.02,22.1
119,수원,2017-10,15.4,28.6,.3,1017,68,1.5,4.3,2.4,212.5,60.98,318.45,15.8
119,수원,2017-11,5.7,20,-6.1,1019.1,65,1.7,3.7,2.7,193.5,63.24,234.02,5.8
119,수원,2017-12,-1.4,9,-11.5,1021.9,62,1.8,4,3.2,180.9,60.48,207.9,-1.4
119,수원,2018-01,-3.6,8.9,-16.8,1020.5,57,1.8,4,2.5,194.1,62.98,231.84,-2.3
119,수원,2018-02,-1.6,11.1,-14.6,1019.8,54,2,3.7,1.8,201.3,66.41,279.52,-1.2
119,수원,2018-03,7.9,23.2,-6.2,1016.5,69,2.1,5,3.6,212.2,57.2,377.9,8.4
119,수원,2018-04,12.6,27.3,0,1011.9,65,2,4.5,3.1,219.2,55.51,493.31,13.4
119,수원,2018-05,17.9,29.5,6.9,1007.7,73,2,5.4,3.5,219.3,49.91,564.21,18.4
119,수원,2018-06,22.6,33.3,14,1004.1,72,1.9,5.8,3.1,229.2,52.06,610.81,25.8
119,수원,2018-07,27.5,37.5,18.5,1005,75,1.8,4.7,3.4,255.2,56.98,609.73,29.7
119,수원,2018-08,28.4,39.3,19,1003.5,72,2.1,5.5,3.6,234.8,55.83,546.86,32.4
119,수원,2018-09,21.1,30.7,9.2,1009.6,71,1.9,5,3,212.3,56.89,459.39,22.3
119,수원,2018-10,12.6,25.6,-.2,1015.1,73,1.4,3.6,2,240.8,69.06,399.52,12.9
119,수원,2018-11,7.7,20.6,-4.3,1019.7,71,1.3,3.9,2.4,186.7,60.95,271.71,5.9
119,수원,2018-12,-.3,13.4,-13.2,1023.6,56,1.7,3.7,2.1,200.4,67,253.86,-1.4
119,수원,2019-01,-1.1,9.2,-10.7,1022.4,59,1.5,3.2,1.9,221.4,71.84,286.81,-2.9
119,수원,2019-02,.8,14.8,-9.5,1020.5,61,1.6,5,2.8,182.4,60.24,315.33,1.3
119,수원,2019-03,6.6,18.2,-3.3,1013.4,64,1.9,4.6,2.9,206,55.56,433.09,6.9
119,수원,2019-04,11.7,29.2,-1.9,1011.4,63,1.8,5.1,2.8,207.2,52.54,487.34,12.6
119,수원,2019-05,18.4,32.6,6.7,1008.1,61,2,3.8,1.2,306.8,69.89,713.17,21.7
119,수원,2019-06,22.1,32.7,12.4,1003.4,71,1.8,5.5,3.3,229.4,52.11,603.82,25.3
119,수원,2019-07,25.8,35.1,18.4,1002.2,77,2,7,5,139.7,32.19,436.88,28.3
119,수원,2019-08,26.8,36.5,17.4,1002.5,72,1.8,5.3,3.2,236.9,56.24,548.63,27.9
119,수원,2019-09,22.3,30.4,11.7,1010.2,80,1.8,6.6,3.9,152,40.71,372.93,22.6
119,수원,2019-10,16,27.8,3,1014.5,79,1.7,4.2,2.6,225.5,64.65,392.02,16.4
119,수원,2019-11,7.5,20.7,-3.9,1018.2,73,1.7,4.2,2.4,199.8,65.21,280.96,7.3
119,수원,2019-12,1.5,14.3,-10.8,1021.1,76,1.7,4.4,3.2,167.9,56.12,226.64,1
121,영월,2016-01,-3,11.2,-17.4,994.4,60,1.2,,,185.3,60.12,,-3.1
121,영월,2016-02,0,16,-13.7,993.8,58,1.4,,,189.9,60.48,,1
121,영월,2016-03,6.2,20.5,-11.7,992,57,1.2,,,207.3,55.82,,9.1
121,영월,2016-04,13.6,30.4,.8,984.8,57,1.6,,,211.1,53.4,,18.1
121,영월,2016-05,17.6,30.9,4.8,983.6,59,1.4,,,270.4,61.52,,24.7
121,영월,2016-06,22,33.2,8.9,980.1,65,1.2,,,198.7,45.13,,28.5
121,영월,2016-07,23.9,33.9,16.9,981,81,.9,,,141.9,31.7,,28.5
121,영월,2016-08,25.3,36.6,12.5,979,75,1.1,,,204.9,48.75,,31.1
121,영월,2016-09,20.6,31,10.4,986.2,80,.9,,,110.7,29.72,,22.6
121,영월,2016-10,14.7,27,1.9,991.2,79,1,,,138.1,39.65,,15.9
121,영월,2016-11,6.3,20.3,-7.3,993.9,71,.9,,,147.5,48.19,,6.8
121,영월,2016-12,1.2,15.2,-11,994.8,74,.9,,,140.1,46.79,,1.9
121,영월,2017-01,-1.7,14.1,-15.6,994.8,65,1.1,,,189.7,61.51,,-.3
121,영월,2017-02,.2,13.8,-11.2,992.7,60,1.3,,,212,69.85,,.4
121,영월,2017-03,5.6,19.9,-5.5,989.9,57,1.2,,,206.1,55.52,,6.7
121,영월,2017-04,13.5,27.8,.1,984.2,54,1.5,,,241.5,61.15,,14.9
121,영월,2017-05,18,30.9,4.7,983.9,58,1.3,,,266.6,60.7,,23.3
121,영월,2017-06,21.1,35.7,9,980.9,64,1.2,,,242.5,55.08,,26.2
121,영월,2017-07,24.9,33.1,17.6,980.8,84,.7,,,119.9,26.78,,26.8
121,영월,2017-08,23.7,35.1,13.7,980.9,82,.9,,,133.8,31.83,,25.9
121,영월,2017-09,18.6,28.5,7,985.8,78,.7,,,194.4,52.13,,22.2
121,영월,2017-10,14,27,-2.4,992.7,76,.9,,,163.9,47,,15.9
121,영월,2017-11,4.5,19,-8.6,993.3,63,1,,,172.1,56.19,,5.6
121,영월,2017-12,-2.6,9.3,-15.4,995.1,61,1,,,190.4,63.59,,-1.6
121,영월,2018-01,-4,9.6,-18.5,993.3,60,1.1,,,191.7,62.18,,-2.8
121,영월,2018-02,-2,11.2,-17.3,992.8,49,1.3,,,199.1,65.62,,-1.8
121,영월,2018-03,7.4,22.6,-7,991.2,62,1.5,,,214,57.7,,7.5
121,영월,2018-04,12.6,29.6,.6,987.1,59,1.3,,,219.6,55.65,,14.2
121,영월,2018-05,16.9,30.5,4.8,983.6,71,1.2,,,201.4,45.87,,20.4
121,영월,2018-06,21.8,34,11.2,980.5,66,1.3,,,204.3,46.41,,29
121,영월,2018-07,25.7,38.5,14.5,982,76,1.1,,,227.7,50.85,,31.9
121,영월,2018-08,26,39.9,15.3,980.8,76,1.1,6.5,3,181.7,43.2,,31.1
121,영월,2018-09,18.6,28.8,7.8,986.1,80,1,6.3,3.7,147.3,39.49,,21.5
121,영월,2018-10,10.8,26.3,-.4,990.5,78,1,5.2,3.3,178,51.03,,13.1
121,영월,2018-11,6,19.3,-5.4,994.6,77,.7,4.5,3,145.4,47.45,,6
121,영월,2018-12,-1.4,14.3,-15.4,997,64,.9,4.1,2.4,190.4,63.59,,-.9
121,영월,2019-01,-2.1,9.3,-13.4,995.6,55,.9,2.9,1.5,220,71.38,,-2.7
121,영월,2019-02,1.2,13.9,-10.2,994,57,1.1,5,3,187.5,61.86,,.9
121,영월,2019-03,6.1,19.1,-5,987.7,60,1.2,5.1,3.5,173.7,46.86,,6.5
121,영월,2019-04,11.3,29.7,-3.9,986.4,58,1.4,5.4,3.4,170.1,43.13,,13.3
121,영월,2019-05,18.1,33.7,2.8,983.7,53,1.3,4,1.4,225.1,51.28,,24
121,영월,2019-06,20.9,32.5,9,979.7,69,1.1,5.8,2.8,211.4,48.02,,26.4
121,영월,2019-07,23.8,36.9,13.9,979.4,79,1.1,7.1,4.1,138.3,30.88,,27.9
121,영월,2019-08,24.8,35.5,14.5,980.1,79,1,6.3,3.2,201.9,47.97,,28.8
121,영월,2019-09,20.4,31.7,11.6,987.7,81,.9,7.1,4.6,122.4,32.78,,23.2
121,영월,2019-10,14.2,26.5,2.3,990.9,77,1,6,3.5,158.8,45.5,,16.3
121,영월,2019-11,6.5,21.9,-5.5,993.6,74,.8,4.7,3,157.1,51.24,,7
121,영월,2019-12,.1,13,-11.2,995.7,71,.8,4.1,2.7,150.9,50.38,,-.1
127,충주,2016-01,-3.2,11.4,-17,1010.5,58,1.5,,,164.1,53.19,,-.7
127,충주,2016-02,-.1,16.9,-13.4,1009.6,56,1.7,,,176.3,56.09,,1.2
127,충주,2016-03,6.4,21,-12.4,1007.5,51,1.4,,,182.2,49.06,,7.3
127,충주,2016-04,14.1,29.9,1.8,1000,54,1.7,,,189,47.85,,14.8
127,충주,2016-05,18.8,32,6.2,998.3,55,1.8,,,248.4,56.57,,20.5
127,충주,2016-06,23.3,32.5,11.7,994.6,61,1.6,,,215.5,48.97,,27
127,충주,2016-07,25.7,34,18.8,995.1,74,1.4,,,154.8,34.63,,27.6
127,충주,2016-08,26.8,36.7,13.8,993,67,1.4,,,222.5,52.99,,30.4
127,충주,2016-09,21.5,31.7,9.9,1000.4,74,1.2,,,120.1,32.25,,23.7
127,충주,2016-10,14.8,29,-.9,1005.9,76,1.2,,,104.8,30.07,,16.7
127,충주,2016-11,5.9,22.5,-7.6,1009.4,69,1.2,,,129.9,42.4,,7.5
127,충주,2016-12,.6,15.6,-11.2,1010.8,70,1.3,,,128.3,42.75,,2.4
127,충주,2017-01,-2.5,13.3,-16,1011.1,64,1.4,,,171.3,55.45,,.1
127,충주,2017-02,-.2,13.8,-11.9,1009,59,1.6,,,200.7,66.08,,1.6
127,충주,2017-03,5.5,19.6,-6.8,1005.6,52,1.6,,,223.8,60.29,,6.5
127,충주,2017-04,13.5,28.8,.3,999.4,52,1.8,,,245.3,62.15,,14.4
127,충주,2017-05,18.7,31.7,5.9,998.9,54,1.8,,,294.4,67.06,,22.4
127,충주,2017-06,22.4,34,9.6,995.3,56,1.7,,,258.4,58.71,,27.9
127,충주,2017-07,26.3,34.2,19.2,994.9,79,1.2,,,112,25.06,,27.8
127,충주,2017-08,25.1,36.3,13.4,994.9,75,1.4,,,161.8,38.52,,27
127,충주,2017-09,19.6,29.6,7.1,1000.1,72,1.1,,,207.1,55.57,,21.4
127,충주,2017-10,14.3,27.4,-2.4,1007.4,72,1.1,,,171.9,49.28,,16.2
127,충주,2017-11,4.4,20.2,-9.2,1009.1,64,1.4,,,170.3,55.53,,6.4
127,충주,2017-12,-2.8,10.3,-14.5,1011.6,60,1.5,,,169.8,56.6,,-.9
127,충주,2018-01,-4.7,8.6,-19.2,1009.9,60,1.4,,,162.1,52.49,,-1.5
127,충주,2018-02,-2.5,12.1,-17.4,1009.3,48,1.7,,,195.8,64.51,,-.3
127,충주,2018-03,7.5,23,-7.5,1006.6,61,1.8,,,197.9,53.34,,8.5
127,충주,2018-04,12.8,30,-1.5,1002.2,57,1.9,,,215.3,54.59,,14.6
127,충주,2018-05,17.9,30.7,4.9,998.1,68,1.6,,,206.5,47.08,,20.1
127,충주,2018-06,22.7,33.3,13,994.9,64,1.6,,,225.6,51.27,,27.3
127,충주,2018-07,27.2,37.6,16.5,995.9,71,1.5,,,246.2,55.04,,31.5
127,충주,2018-08,27.6,40,17.6,994.6,70,1.6,6.1,2.8,195.4,46.49,,32
127,충주,2018-09,19.9,29.8,7.3,1000.4,73,1.5,5.7,3,185.8,49.81,,22.2
127,충주,2018-10,11.1,25.8,-1.3,1005.5,76,1.3,4.8,2.8,186.9,53.57,,14.2
127,충주,2018-11,5.9,19.6,-5.6,1010,74,1,4.1,2.4,160.3,52.23,,7.5
127,충주,2018-12,-1.8,14.5,-14.8,1013.2,63,1.2,4.2,2.5,170.5,56.83,,.4
127,충주,2019-01,-2.6,8.6,-13.2,1011.9,56,1.3,3.4,2,204.4,66.23,,-1.4
127,충주,2019-02,.4,13.2,-11.6,1010.3,59,1.2,5.4,3.2,182.4,60.12,,2
127,충주,2019-03,6,19.7,-5.4,1003.5,59,1.5,4.7,3.3,200.7,54.13,,6.9
127,충주,2019-04,11.4,28.7,-3.6,1001.6,57,1.6,5.4,3.4,203.4,51.59,,13.1
127,충주,2019-05,18.3,33.5,2.7,998.5,54,1.7,3.9,1.3,298.6,68.11,,23
127,충주,2019-06,21.7,32.8,9.5,994,68,1.3,5.6,3.6,211.9,48.17,,27.4
127,충주,2019-07,25,34.9,15.3,993.3,75,1.4,6.8,4.9,138.4,30.93,,27.8
127,충주,2019-08,26,35.5,16.6,994,77,1.3,5.9,3.6,211.4,50.29,,28.1
127,충주,2019-09,21.1,31.5,10.8,1001.8,80,1.2,7,4.9,131.2,35.15,,23.2
127,충주,2019-10,14.2,27,1.1,1005.7,78,1.2,5.5,3.6,178.1,50.99,,15.7
127,충주,2019-11,6.2,20.2,-5.9,1009.2,76,1.1,4.7,3.3,162.8,53.01,,7.4
127,충주,2019-12,-.1,13.7,-11.7,1012,75,1,4.6,3.4,138.6,46.2,,1.1
129,서산,2016-01,-1.6,10.7,-12.7,1022.5,79,2,5.5,4,155.4,50.31,190.11,.9
129,서산,2016-02,.6,18,-11.5,1021.6,75,2.3,4.3,3,189.3,60.13,244.88,2.1
129,서산,2016-03,5.9,22.8,-9.7,1018.9,73,2.3,3.7,1.9,247.8,66.68,390.83,8.2
129,서산,2016-04,12.5,27.8,.4,1010.8,76,2.3,5.4,3.2,210.8,53.39,399.34,15
129,서산,2016-05,17.9,30.9,6.8,1009,76,2.3,4.6,2.5,277.8,63.35,512.02,20.2
129,서산,2016-06,21.9,30.4,15,1005,85,2,5.8,3.5,219.3,49.89,452.16,25.7
129,서산,2016-07,25.2,32.4,17.4,1004.9,91,2,6.9,4.6,177.6,39.81,381.47,27.1
129,서산,2016-08,26.4,34.6,17,1003.2,86,1.6,4,2.8,240.1,57.26,442.18,29.7
129,서산,2016-09,21.7,30.4,12.9,1010.3,88,1.4,5.7,3.4,169.9,45.61,320.72,24.3
129,서산,2016-10,15.3,28.2,-.5,1016.3,85,1.7,5.9,3.6,161.5,46.34,256.81,17.5
129,서산,2016-11,7.2,19.9,-4.5,1020.2,80,1.8,5,3.9,172.5,56.21,204.22,10
129,서산,2016-12,2.2,16.1,-9.3,1022,82,2,5,4,160.9,53.4,181.16,4.7
129,서산,2017-01,-1.2,11,-12.9,1022.7,81,2,4.7,3.7,177.6,57.42,211.19,2.7
129,서산,2017-02,-.4,11,-9.8,1020.9,76,2.3,3.6,2.7,203.7,67.03,270.76,3.7
129,서산,2017-03,4.5,17.6,-6.4,1017.1,71,2,3.9,2,260.1,70.05,409.2,9.4
129,서산,2017-04,12,25.9,-1.3,1010.5,75,2.6,4.2,2.6,260.9,66.13,461.91,16.9
129,서산,2017-05,17.4,28.5,6.7,1009.9,77,2.3,3.6,1.8,304.4,69.42,545.47,23.5
129,서산,2017-06,21.2,31.8,10.3,1005.9,79,1.9,5,2.9,264.4,60.15,504.07,27.2
129,서산,2017-07,25.8,33,20.8,1004.8,96,2,8.1,6.2,112.3,25.16,298.6,27.5
129,서산,2017-08,25.2,34.7,15.3,1004.6,91,1.6,6.3,3.9,182.9,43.57,373.33,28.1
129,서산,2017-09,20.6,30.2,7.9,1010.3,77,1.6,4.2,2.3,245.7,65.94,388.27,25.9
129,서산,2017-10,15,25.8,.4,1018,72,1.7,4.1,2.3,213.8,61.3,343.35,19.5
129,서산,2017-11,6.2,20.2,-4.7,1020.3,71,2,,,211.9,69.05,179.22,7.4
129,서산,2017-12,-.4,10.7,-11,1022.9,71,2,,,187,62.11,134.77,.8
129,서산,2018-01,-3.2,8,-15.9,1021.3,69,1.9,,,178.8,57.83,218.43,-.4
129,서산,2018-02,-1.7,9.3,-15.3,1021.1,60,2.3,,,206.3,67.91,358.79,.3
129,서산,2018-03,6.7,20.5,-7.2,1017.5,77,2.3,,,206.6,55.67,466.24,8.3
129,서산,2018-04,11.7,25,-1.9,1013,71,2.4,,,235.3,59.71,559.79,13.8
129,서산,2018-05,17.1,28.5,7.2,1008.7,74,2.3,,,233.8,53.35,601.27,19.5
129,서산,2018-06,21.6,32.4,13.2,1005.2,76,1.7,,,237.5,54.04,616.93,26.3
129,서산,2018-07,26.5,36.5,18.3,1005.9,80,1.8,,,279.3,62.55,647.24,31.2
129,서산,2018-08,27.4,37.1,19.1,1004.4,77,1.9,5.5,,255.4,60.81,584.81,33.1
129,서산,2018-09,20.3,30,8.8,1010.5,77,1.6,4.9,,214.2,57.43,503.01,22.7
129,서산,2018-10,12.3,24.9,.1,1016.3,74,1.7,4.3,,246.5,70.59,431.79,13.8
129,서산,2018-11,7.4,19.5,-2.9,1020.8,75,1.2,4.2,,179.7,58.48,281.11,7.8
129,서산,2018-12,.6,16.4,-12.3,1024.7,63,1.9,5.5,,186.6,61.99,263.7,1.7
129,서산,2019-01,-1.1,9.3,-10.9,1023.8,66,1.6,4.2,,207.3,67.11,304.63,.2
129,서산,2019-02,.4,13.9,-9.7,1021.8,66,1.6,5.8,,179.4,59.09,339.94,2.1
129,서산,2019-03,5.8,18.1,-5.6,1014.7,67,2.3,4.9,,227.2,61.29,495.7,7.4
129,서산,2019-04,11,28.5,-3.7,1012.5,66,1.9,5.2,,207.8,52.74,546.94,13.3
129,서산,2019-05,17.3,29.2,3.2,1009.4,65,2.2,3.8,,312.1,71.26,764.29,22.2
129,서산,2019-06,20.9,31.1,11.1,1004.5,75,1.7,5.2,,218.9,51.51,587.13,24.9
129,서산,2019-07,24.6,34.8,16.1,1003.4,81,2.3,6.3,,180.2,41.66,513.66,27.5
129,서산,2019-08,25.9,36.3,16,1003.9,81,1.6,5.5,,241.3,59.42,555.03,28.3
129,서산,2019-09,21.6,29.3,11.1,1011.6,80,1.7,6.6,,148.6,39.82,383.57,23.1
129,서산,2019-10,15.5,28.3,3.7,1016,76,1.6,4.9,,220.5,65.31,392.7,17.1
129,서산,2019-11,7.8,20.8,-3.1,1019.8,72,1.7,4.9,,185.2,60.21,283.84,8.7
129,서산,2019-12,2.4,15.6,-8.3,1022.9,73,1.7,5.1,,162.7,53.98,227.78,3.1
130,울진,2016-01,.8,14.7,-13.5,1015.8,44,3,,,208.5,67.61,,.6
130,울진,2016-02,2.6,13.4,-8.3,1016.1,54,2.9,,,215.5,68.54,,2.6
130,울진,2016-03,7.1,20.7,-5,1014.7,61,2.7,,,203.3,54.72,,8.2
130,울진,2016-04,12.5,29.4,3.6,1007.5,68,3.2,,,204,51.65,,14.1
130,울진,2016-05,16.6,28.8,5.3,1005.3,67,2.6,,,294.3,67.02,,22.4
130,울진,2016-06,20.4,29.3,10.1,1002.3,80,2,,,214.3,48.69,,27.3
130,울진,2016-07,23,33.9,17.1,1003,88,1.8,,,158,35.34,,26.9
130,울진,2016-08,24.9,32.9,15.1,1000.7,84,2.2,,,240.1,57.18,,30.6
130,울진,2016-09,20.6,28.8,13.1,1008.6,87,2.2,,,122.6,32.92,,22.8
130,울진,2016-10,15.6,25.2,5.2,1013.4,79,2.4,,,144.3,41.41,,16.8
130,울진,2016-11,9.1,22.2,-2.2,1015.8,66,2.6,,,177.8,58.05,,8.8
130,울진,2016-12,5.5,18.4,-5.2,1016.1,57,2.8,,,181.7,60.59,,4.3
130,울진,2017-01,2.1,13.8,-8.8,1016.3,50,2.9,,,211.9,68.6,,1.3
130,울진,2017-02,3.6,18.5,-7.2,1014.2,48,2.9,,,217.7,71.73,,3.4
130,울진,2017-03,6.6,18.1,-3.2,1012.4,62,2.7,,,210.7,56.75,,8.4
130,울진,2017-04,13.8,31.2,2.8,1006,61,2.6,,,240,60.82,,16
130,울진,2017-05,18.2,34,6.7,1005.3,63,2.5,,,279.8,63.75,,24.6
130,울진,2017-06,19.2,31.3,9.8,1003.2,77,2.1,,,269.2,61.18,,27.9
